"filename", "language", "Python", "C", "Shell Script", "Markdown", "Verilog", "Scala", "YAML", "Properties", "XML", "Makefile", "JSON", "C++", "LinkerScript", "ARM", "comment", "blank", "total"
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/test/scala/linting/rule/LintConflictingModuleNamesSpec.scala", "Scala", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 113
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/test/scala/transforms/naming/RenameDesiredNamesSpec.scala", "Scala", 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 193
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/vsim/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 8, 8, 35
"/home/stormy/curricular/keyan/code/XiangShan-fv/scalastyle-config.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 1, 111
"/home/stormy/curricular/keyan/code/XiangShan-fv/scalastyle-test-config.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 3, 1, 110
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/README.md", "Markdown", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/common/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/common/local_config.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 29
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/common/simulator_task_goback.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 165
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/common/task_tree_go_back.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 38
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/config.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 52
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/autorun/run.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 153
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/coverage/coverage.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 18, 112
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/coverage/statistics.py", "Python", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 52, 317
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/get_flist_rtl.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/parser.py", "Python", 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48, 389
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/statistics.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 96
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/utils/convert.sh", "Shell Script", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 108
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/utils/convert_dir.sh", "Shell Script", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 90
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/utils/lock-emu.c", "C", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 60
"/home/stormy/curricular/keyan/code/XiangShan-fv/scripts/xiangshan.py", "Python", 436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 47, 516
"/home/stormy/curricular/keyan/code/XiangShan-fv/src/main/scala/device/AXI4DummySD.scala", "Scala", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 156
"/home/stormy/curricular/keyan/code/XiangShan-fv/src/main/scala/device/AXI4Flash.scala", "Scala", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 74
"/home/stormy/curricular/keyan/code/XiangShan-fv/src/main/scala/device/AXI4IntrGenerator.scala", "Scala", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 82
"/home/stormy/curricular/keyan/code/XiangShan-fv/src/main/scala/device/AXI4Keyboard.scala", "Scala", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 53
